0,73001,308.7795552,0
1,73002,292.9511861,2
2,73003,495.0514724,2
3,73004,314.4935276,516
4,73005,395.3238525,1
5,73006,477.8550735,7
6,73007,1109.754028,4
7,73008,371.5471404,66
8,73009,372.9959965,271
9,73010,427.08524,1
10,73012,628.6422887,220
11,73013,679.4231187,1165
12,73014,418.4443136,1585
13,73015,432.1141055,9
14,73016,572.749863,2
15,73018,387.2967934,20
16,73020,515.3112265,73
17,73021,425.7734328,356
18,73025,873.3157039,2
19,73026,558.9529876,456
20,73027,888.9677893,156
21,73028,602.0625147,2
22,73029,234.6524544,10
23,73030,285.0320686,1
24,73034,748.8657645,11
25,73036,445.4395585,1105
26,73038,434.7454919,84
27,73039,1016.326877,6
28,73040,223.9305642,1
29,73042,317.6762416,4
30,73044,518.730237,2
31,73045,500.8547291,217
32,73047,292.4714367,100
33,73048,432.3907723,6
34,73049,634.297944,1
35,73051,372.7411049,85
36,73052,431.8273482,23
37,73054,562.5726001,17
38,73055,408.7766976,48
39,73057,354.1096874,34
40,73058,447.878747,9
41,73059,352.9279455,2
42,73061,528.422786,12
43,73063,285.9347685,4
44,73064,543.612651,1
45,73065,454.7428531,438
46,73066,383.2817805,113
47,73067,440.0232746,11
48,73068,426.3338,6
49,73069,444.7590488,83
50,73070,396.4799262,189
51,73071,413.7340939,1
52,73072,577.0629086,414
53,73073,636.9949991,592
54,73074,149.2999391,2
55,73075,403.664758,1
56,73077,338.1465584,9
57,73078,561.4224756,11
58,73079,744.1475685,249
59,73080,439.898349,2
60,73082,285.7940384,53
61,73084,330.9423606,6
62,73086,339.9422078,52
63,73089,491.1628304,30
64,73090,553.0166272,213
65,73092,453.604152,7
66,73093,506.5452755,2
67,73095,395.5201974,50
68,73096,451.5220481,9
69,73097,274.5366218,16
70,73098,533.5538694,4
71,73099,465.6424971,10
72,73102,405.9238235,1554
73,73103,729.5362,5
74,73104,494.387484,91
75,73105,481.3911925,11
76,73106,573.8164017,76
77,73107,338.7466755,104
78,73108,269.0978694,361
79,73109,342.2927539,17
80,73110,245.924022,66
81,73111,375.8748465,273
82,73112,435.0621123,110
83,73113,697.5435845,598
84,73114,353.2350947,1
85,73115,244.7117711,193
86,73116,810.1596705,240
87,73117,299.1855638,253
88,73118,542.3461032,43
89,73119,272.2795242,255
90,73120,598.9175069,99
91,73121,559.0453251,931
92,73122,409.1035318,74
93,73127,393.7978149,180
94,73128,597.6766127,247
95,73129,246.2534615,108
96,73130,390.6169758,46
97,73131,757.4761246,326
98,73132,428.5053708,82
99,73134,941.0172627,566
100,73135,350.9718466,46
101,73139,477.083398,234
102,73141,471.1845964,203
103,73142,815.062552,30
104,73149,307.0552655,380
105,73150,626.3443109,39
106,73151,935.3358355,78
107,73159,363.2126223,58
108,73160,432.5363076,424
109,73162,531.1913794,849
110,73165,623.2384035,972
111,73169,458.0218332,143
112,73170,573.0391343,54
113,73173,642.6887938,1015
114,73179,555.6897523,111
115,73401,351.077167,135
116,73430,319.6896811,109
117,73432,206.7350419,3
118,73433,315.2080514,2
119,73434,323.3578996,5
120,73435,317.7492464,2
121,73437,347.7839577,2
122,73438,186.8799888,1
123,73439,428.3746993,2
124,73443,291.2249452,35
125,73446,316.0962503,14
126,73448,275.6680603,3
127,73449,519.7691475,6
128,73450,548.993919,4
129,73458,339.4451969,2
130,73460,289.2636074,3
131,73461,312.2597474,5
132,73463,326.3886193,6
133,73481,308.5447939,5
134,73491,611.9093381,3
135,73501,277.2461813,2
136,73505,323.1252526,35
137,73507,382.9378513,150
138,73521,366.8651908,60
139,73526,153.5813926,33
140,73527,377.7841499,1
141,73529,255.1216646,24
142,73531,346.5963299,6
143,73533,378.6994594,3
144,73538,482.0475709,86
145,73540,266.3331618,20
146,73541,425.1184587,2
147,73542,373.7129681,8
148,73543,280.0702937,3
149,73546,256.8718439,5
150,73547,517.0778822,1
151,73548,310.8896327,1
152,73550,225.1682425,2
153,73552,523.4254261,3
154,73554,178.4503707,3
155,73557,293.5654253,1
156,73559,206.9076037,2
157,73565,243.4667804,1
158,73567,324.6573404,1
159,73568,164.7732369,3
160,73569,331.3382542,2
161,73570,286.1715066,2
162,73572,339.7587392,1
163,73573,316.7877974,5
164,73601,433.1506214,2
165,73620,797.7356985,18
166,73624,435.3527292,1
167,73626,623.5048404,3
168,73627,327.7202511,3
169,73628,334.4007131,1
170,73632,1065.360951,4
171,73641,153.7885206,3
172,73642,290.0540301,1
173,73644,377.702123,1
174,73645,424.0204749,35
175,73646,344.7971664,1
176,73647,458.3319229,2
177,73648,510.2203255,2
178,73651,1042.398969,1
179,73654,420.4630121,1
180,73655,307.1780383,2
181,73659,267.6613752,1
182,73660,239.1519232,2
183,73662,301.0904456,1
184,73663,358.6875574,7
185,73669,292.6790724,2
186,73673,469.265283,4
187,73701,399.5126641,1
188,73703,604.3428051,56
189,73716,391.2304898,109
190,73717,338.3742738,1
191,73718,402.3780535,9
192,73724,202.0554934,2
193,73726,328.1124544,1
194,73728,361.6508573,1
195,73730,241.4436004,1
196,73735,436.459762,2
197,73736,339.0030817,1
198,73737,475.9648633,1
199,73738,353.6114285,5
200,73742,443.217614,3
201,73749,796.2979678,3
202,73750,468.0328192,2
203,73753,791.6911193,15
204,73754,280.6671784,1
205,73755,289.3143478,2
206,73760,293.7892191,2
207,73762,544.5684547,1
208,73763,518.5198408,14
209,73766,536.7919761,3
210,73768,435.8076162,4
211,73771,174.4720824,5
212,73772,431.6154296,1
213,73773,271.9757041,5
214,73801,450.473759,4
215,73832,249.7689762,69
216,73835,224.5221351,2
217,73838,365.1519663,1
218,73841,123.9716889,3
219,73842,393.5814194,1
220,73848,173.8186785,1
221,73852,434.9506373,1
222,73853,506.1566757,5
223,73855,243.0221815,1
224,73857,269.6530686,1
225,73858,116.5802964,3
226,73859,426.1467622,1
227,73860,363.5396734,2
228,73932,252.8287552,7
229,73933,719.5679771,6
230,73939,236.1246028,1
231,73942,242.3116987,3
232,73944,313.3438467,14
233,73945,360.4196159,1
234,73949,280.1448164,4
235,73950,297.3225756,2
236,73951,300.7486638,1
237,74002,461.8386243,2
238,74003,368.0370469,2
239,74006,494.2997137,29
240,74008,626.5151999,95
241,74010,378.0202716,377
242,74011,558.0515561,55
243,74012,511.0681889,394
244,74013,500.0604035,708
245,74014,498.8791315,1
246,74015,547.5510223,468
247,74016,344.8802202,58
248,74017,423.9590347,23
249,74019,439.861081,100
250,74020,490.3780616,128
251,74021,451.872578,37
252,74022,438.3898606,131
253,74023,337.5825907,3
254,74026,280.4176432,40
255,74027,383.2780785,5
256,74028,370.3453516,1
257,74029,289.1718283,6
258,74030,361.5494829,10
259,74032,335.5440397,9
260,74033,285.3308553,6
261,74035,685.1120591,107
262,74036,392.4281433,5
263,74037,485.6810501,36
264,74039,380.5462268,330
265,74041,340.4153412,15
266,74042,415.6508502,17
267,74043,333.7169874,1
268,74044,457.6298983,1
269,74045,531.2194446,35
270,74046,307.325577,1
271,74047,451.09644,1
272,74048,311.1189387,52
273,74050,267.3486182,11
274,74051,385.4881896,1
275,74052,515.0109593,3
276,74053,620.2332662,5
277,74054,464.7570657,38
278,74055,513.0961902,1
279,74056,354.539228,408
280,74058,466.2258178,8
281,74059,463.3885108,8
282,74060,642.2650729,12
283,74061,295.1603598,4
284,74062,550.2491257,3
285,74063,436.4018538,1
286,74066,452.8016754,224
287,74070,512.7274809,219
288,74072,386.964227,87
289,74073,533.3427732,4
290,74074,557.4709828,26
291,74075,551.2264249,162
292,74079,384.1260623,85
293,74080,456.9358618,18
294,74081,338.4688202,7
295,74082,214.9652842,5
296,74083,787.7648217,1
297,74085,351.9794667,3
298,74101,358.2440917,6
299,74103,323.3835811,1
300,74104,335.8315575,1
301,74105,636.7968314,96
302,74106,352.9021612,292
303,74107,377.2552337,142
304,74108,374.304075,174
305,74110,282.1816735,44
306,74112,297.5748829,63
307,74114,663.4651576,215
308,74115,270.9274738,282
309,74116,414.6677595,129
310,74119,850.8204002,14
311,74120,619.0566249,12
312,74126,300.0251887,62
313,74127,405.2896065,63
314,74128,289.9536355,177
315,74129,349.3142969,88
316,74130,264.5240685,142
317,74131,766.3350049,19
318,74132,606.440078,25
319,74133,594.2932331,101
320,74134,470.952319,626
321,74135,451.9525038,207
322,74136,606.601792,236
323,74137,925.8545215,236
324,74145,379.0354638,459
325,74146,318.5805813,146
326,74301,317.7034573,63
327,74330,310.550097,35
328,74331,529.2303499,13
329,74332,316.1404439,74
330,74337,234.8954175,6
331,74338,311.3923982,18
332,74339,225.4644994,9
333,74340,206.5448656,6
334,74342,380.9958934,4
335,74343,265.6902529,20
336,74344,460.1994529,9
337,74346,339.9800195,60
338,74347,220.1268435,19
339,74349,260.5847972,17
340,74350,217.0653028,6
341,74352,292.9208356,3
342,74354,344.7653826,18
343,74358,211.2562884,25
344,74361,303.0572875,1
345,74363,156.057228,78
346,74364,210.0736111,3
347,74365,275.2316068,2
348,74366,228.2254414,11
349,74367,202.5463711,5
350,74369,304.285707,2
351,74370,292.3988969,1
352,74401,353.279573,9
353,74403,289.8502346,60
354,74421,348.3710931,129
355,74422,308.5889447,23
356,74425,324.7829156,2
357,74426,300.3793451,5
358,74427,316.5601515,33
359,74428,264.3943398,15
360,74429,452.977734,5
361,74430,335.3818986,121
362,74431,226.9392107,4
363,74432,298.1891185,3
364,74434,293.7231637,76
365,74435,282.2440556,63
366,74436,392.2225252,21
367,74437,356.9445101,26
368,74441,288.2531298,21
369,74442,229.2614673,22
370,74445,399.8818584,2
371,74446,313.0413571,5
372,74447,372.556844,5
373,74450,297.9873268,52
374,74451,337.9332953,4
375,74452,65.49904747,25
376,74454,376.7098408,1
377,74455,262.9894489,10
378,74459,318.3373873,17
379,74462,371.9095066,1
380,74463,359.0156857,23
381,74464,311.7371826,1
382,74467,331.0787753,64
383,74469,292.9229864,66
384,74470,311.5569272,3
385,74471,122.9514066,2
386,74472,304.265201,2
387,74501,292.6634031,2
388,74502,303.6094533,71
389,74523,228.7220887,1
390,74525,343.3950709,8
391,74531,199.6458656,20
392,74534,375.5953159,1
393,74536,269.1819361,1
394,74538,338.3529372,3
395,74545,850.0426994,4
396,74546,296.5409194,1
397,74547,242.1002274,2
398,74552,430.9876565,8
399,74553,279.2949363,2
400,74554,265.9025315,3
401,74555,266.1476631,3
402,74558,240.5672442,5
403,74560,247.9798868,1
404,74561,393.2141503,2
405,74562,158.2658119,1
406,74563,230.44196,2
407,74570,533.1965096,4
408,74571,218.7755803,5
409,74572,375.0497757,5
410,74574,217.1468727,1
411,74578,285.2608445,3
412,74601,398.9930789,7
413,74604,672.4817901,48
414,74631,415.9703132,34
415,74637,603.8202802,5
416,74641,537.3907415,2
417,74643,256.494003,3
418,74647,419.114855,3
419,74650,271.0333825,3
420,74651,616.1340513,1
421,74653,353.8228772,1
422,74701,430.4737538,4
423,74720,278.1682946,50
424,74723,496.5290435,1
425,74724,420.9090063,3
426,74726,229.005294,2
427,74728,382.6939692,4
428,74729,274.0796275,21
429,74730,882.0487462,2
430,74731,310.5044704,4
431,74733,296.6525858,4
432,74735,446.9010215,7
433,74736,319.276279,2
434,74740,875.7175027,3
435,74741,287.77418,1
436,74743,284.2322971,3
437,74745,296.2625164,10
438,74756,126.9526628,11
439,74759,235.4196261,1
440,74760,217.3196307,2
441,74764,393.4972736,2
442,74801,487.4646457,3
443,74804,430.3902682,60
444,74820,432.046838,78
445,74824,495.9432642,38
446,74825,283.3895727,1
447,74826,238.0614303,4
448,74829,242.3892078,3
449,74831,258.2596651,1
450,74832,421.8577948,2
451,74833,439.1604502,3
452,74834,524.8912699,3
453,74840,471.7092641,26
454,74848,339.3724225,8
455,74849,719.7996161,12
456,74850,222.051155,1
457,74851,418.5776477,1
458,74852,341.3307914,41
459,74854,396.2049647,5
460,74855,440.8779976,6
461,74856,356.8982826,19
462,74857,449.424626,1
463,74859,304.5589326,87
464,74864,362.0403153,7
465,74865,226.5298291,5
466,74867,292.9280656,3
467,74868,394.5340107,1
468,74869,503.4157099,12
469,74871,281.8570145,3
470,74872,377.6261704,1
471,74873,413.7564809,9
472,74875,375.0821524,33
473,74880,255.7706947,1
474,74881,377.2003935,3
475,74883,291.0728531,23
476,74884,277.2529552,5
477,74901,251.4537414,5
478,74902,301.9277359,3
479,74930,218.4633939,6
480,74931,268.4648348,1
481,74932,314.7763819,1
482,74936,353.8705239,5
483,74937,272.9809876,1
484,74939,95.28655426,5
485,74940,283.2786321,1
486,74941,275.657495,3
487,74943,883.3308355,3
488,74944,210.9076812,1
489,74945,311.9895732,1
490,74948,315.8743816,1
491,74949,68.06074625,25
492,74951,196.796374,1
493,74953,376.4174493,1
494,74954,340.0556712,15
495,74955,287.887425,6
496,74956,208.5927567,20
497,74957,224.0870733,1
498,74959,182.7060512,7
499,74960,186.5810721,2
500,74962,296.98483,4
501,74963,294.7418305,21
502,74964,250.2808962,1
503,74965,343.1812725,3
